t_dat,article_id,sales_channel_id,payment_method,SKU_No,prod_return_type,return_Status,delivered,cust_id
2018-10-05,633130009,1,UPI,633130009.0,15 days return,Not Returned,Delivered,2010
2018-10-24,671206002,2,UPI,671206002.0,15 days return,Not Returned,Delivered,3165
2018-10-31,211143037,2,UPI,211143037.0,7 days return,Not Returned,Delivered,2030
2018-09-27,607595001,2,UPI,607595001.0,15 days return,Not Returned,Delivered,4148
2018-10-19,562245057,2,Card,562245057.0,7 days return,Not Returned,Delivered,3406
2018-10-24,657942002,1,Card,657942002.0,7 days return,,Not Delivered (Wrong Item),4007
2018-10-26,663965006,2,Cash,663965006.0,7 days return,Not Returned,Delivered,4146
2018-09-26,637661003,1,UPI,637661003.0,No return,Not Returned,Delivered,1677
2018-09-29,674336007,1,Card,674336007.0,No return,Not Returned,Delivered,1616
2018-09-27,685174001,2,UPI,685174001.0,7 days return,Not Returned,Delivered,1128
2018-10-18,674400001,1,Cash,674400001.0,7 days return,Not Returned,Delivered,2720
2018-09-20,524825006,2,UPI,524825006.0,7 days return,Returned,Delivered,2884
2018-10-15,675319002,2,UPI,675319002.0,7 days return,Returned,Delivered,3053
2018-10-11,663942005,1,Card,663942005.0,7 days return,Not Returned,Delivered,1948
2018-10-08,663679001,2,UPI,663679001.0,15 days return,Not Returned,Delivered,3471
2018-10-20,672758002,2,Card,672758002.0,15 days return,Not Returned,Delivered,3979
2018-10-14,534181003,2,UPI,534181003.0,7 days return,Not Returned,Delivered,1593
2018-10-26,613517001,2,Card,613517001.0,7 days return,Not Returned,Delivered,4851
2018-09-20,662888001,1,UPI,662888001.0,15 days return,Not Returned,Delivered,2105
2018-10-20,642960002,2,Cash,642960002.0,15 days return,Not Returned,Delivered,4458
2018-09-28,640807001,2,UPI,640807001.0,7 days return,Not Returned,Delivered,3833
2018-09-29,639685004,1,UPI,639685004.0,15 days return,,Not Delivered (Wrong Item),3164
2018-09-20,571436009,1,UPI,571436009.0,7 days return,Returned,Delivered,3198
2018-10-16,692454002,2,UPI,692454002.0,No return,Not Returned,Delivered,2764
2018-10-19,637940003,2,Cash,637940003.0,15 days return,Returned,Delivered,3237
2018-10-24,588299002,2,UPI,588299002.0,No return,Not Returned,Delivered,4277
2018-10-23,662076003,2,Card,662076003.0,No return,Not Returned,Delivered,349
2018-09-20,664325001,1,UPI,664325001.0,7 days return,Not Returned,Delivered,3132
2018-10-03,537688010,1,UPI,537688010.0,15 days return,Not Returned,Delivered,232
2018-10-15,662935002,2,UPI,662935002.0,7 days return,Not Returned,Delivered,1409
2018-10-06,316085001,2,UPI,316085001.0,No return,Not Returned,Delivered,4906
2018-09-24,675657001,1,Card,675657001.0,15 days return,Returned,Delivered,131
2018-10-27,684613001,1,Card,684613001.0,15 days return,,Not Delivered (Others),3185
2018-10-09,678558001,2,UPI,678558001.0,15 days return,Returned,Delivered,2361
2018-10-15,638899001,2,UPI,638899001.0,No return,Not Returned,Delivered,4643
2018-10-28,537688015,2,UPI,537688015.0,7 days return,Not Returned,Delivered,3550
2018-09-24,648868001,2,UPI,648868001.0,No return,Not Returned,Delivered,1482
2018-10-24,624309001,2,UPI,624309001.0,15 days return,Not Returned,Delivered,371
2018-10-26,614010003,2,UPI,614010003.0,7 days return,Returned,Delivered,3355
2018-10-23,670950003,2,UPI,670950003.0,7 days return,Not Returned,Delivered,3517
2018-09-25,524825013,2,Card,524825013.0,15 days return,Not Returned,Delivered,168
2018-09-29,537346020,1,Card,537346020.0,No return,Not Returned,Delivered,1444
2018-10-14,507909001,1,UPI,507909001.0,No return,,Not Delivered (Others),3213
2018-10-17,644253006,2,Card,644253006.0,No return,,Not Delivered (Others),4069
2018-10-25,542533002,2,UPI,542533002.0,15 days return,Not Returned,Delivered,1723
2018-10-09,557247007,1,UPI,557247007.0,15 days return,Returned,Delivered,1568
2018-09-27,634013021,1,Card,634013021.0,15 days return,Not Returned,Delivered,2701
2018-10-25,572400013,1,UPI,572400013.0,7 days return,Returned,Delivered,4302
2018-09-29,680499002,1,Card,680499002.0,7 days return,Returned,Delivered,2222
2018-10-15,686516001,1,Cash,686516001.0,7 days return,Not Returned,Delivered,4327
2018-09-24,629042002,2,UPI,629042002.0,7 days return,Returned,Delivered,1882
2018-09-24,685347002,2,Card,685347002.0,No return,Not Returned,Delivered,1873
2018-10-21,550309001,2,UPI,550309001.0,No return,Not Returned,Delivered,1215
2018-10-31,664387001,2,UPI,664387001.0,15 days return,Not Returned,Delivered,1714
2018-10-06,618840001,1,UPI,618840001.0,15 days return,Returned,Delivered,3079
2018-10-05,588689001,2,Cash,588689001.0,15 days return,Not Returned,Delivered,3539
2018-10-26,574106001,2,UPI,574106001.0,7 days return,Returned,Delivered,4851
2018-10-21,549598004,2,UPI,549598004.0,7 days return,,Not Delivered (Others),4327
2018-09-28,568593003,2,UPI,568593003.0,7 days return,Returned,Delivered,4609
2018-09-29,669713007,2,UPI,669713007.0,15 days return,Returned,Delivered,4731
2018-09-20,618840005,1,Cash,618840005.0,7 days return,Not Returned,Delivered,2970
2018-09-27,671505004,2,UPI,671505004.0,7 days return,Not Returned,Delivered,631
2018-10-01,542730007,2,UPI,542730007.0,7 days return,Not Returned,Delivered,3823
2018-10-20,673638002,1,Card,673638002.0,No return,Not Returned,Delivered,3797
2018-10-11,667378001,2,Cash,667378001.0,15 days return,Returned,Delivered,12
2018-10-20,637282002,2,UPI,637282002.0,7 days return,Returned,Delivered,638
2018-10-24,593107008,2,Cash,593107008.0,7 days return,Returned,Delivered,2200
2018-10-17,458428047,2,UPI,458428047.0,No return,Not Returned,Delivered,4923
2018-09-20,562820006,2,UPI,562820006.0,No return,Not Returned,Delivered,4233
2018-10-12,613942006,2,UPI,613942006.0,No return,Not Returned,Delivered,1725
2018-10-13,590973001,2,UPI,590973001.0,7 days return,Not Returned,Delivered,3996
2018-10-20,595779010,1,UPI,595779010.0,7 days return,,Not Delivered (Wrong Item),877
2018-10-17,658907007,2,Card,658907007.0,15 days return,Not Returned,Delivered,2943
2018-09-29,587201002,2,UPI,587201002.0,No return,Not Returned,Delivered,3602
2018-10-08,657063002,2,UPI,657063002.0,7 days return,,Not Delivered (Wrong Item),2727
2018-09-28,583534002,2,UPI,583534002.0,No return,Not Returned,Delivered,1626
2018-10-17,182909001,2,UPI,182909001.0,7 days return,Not Returned,Delivered,1224
2018-09-29,368979001,1,UPI,368979001.0,No return,Not Returned,Delivered,949
2018-10-22,585877014,2,UPI,585877014.0,15 days return,Returned,Delivered,2429
2018-10-06,672498005,1,Cash,672498005.0,7 days return,Not Returned,Delivered,1091
2018-09-20,505071001,2,UPI,505071001.0,7 days return,Not Returned,Delivered,2536
2018-09-20,590165002,2,UPI,590165002.0,No return,Not Returned,Delivered,3662
2018-10-27,400285009,2,UPI,400285009.0,7 days return,Not Returned,Delivered,2594
2018-10-25,678086001,1,UPI,678086001.0,15 days return,Returned,Delivered,4977
2018-09-25,504154020,2,Card,504154020.0,7 days return,,Not Delivered (Wrong Item),888
2018-09-25,633130013,2,UPI,633130013.0,15 days return,Returned,Delivered,82
2018-10-24,669216002,2,UPI,669216002.0,No return,Not Returned,Delivered,1624
2018-10-19,639573002,1,UPI,639573002.0,7 days return,Not Returned,Delivered,3768
2018-10-04,673776002,2,Card,673776002.0,7 days return,Returned,Delivered,2622
2018-09-25,640176002,2,UPI,640176002.0,15 days return,,Not Delivered (Wrong Item),2008
2018-09-29,661136001,1,Card,661136001.0,No return,Not Returned,Delivered,835
2018-10-28,618689003,2,Card,618689003.0,15 days return,Returned,Delivered,4299
2018-10-16,662344005,1,UPI,662344005.0,15 days return,Not Returned,Delivered,3503
2018-09-27,662857004,2,UPI,662857004.0,15 days return,Not Returned,Delivered,4915
2018-10-27,634727003,2,UPI,634727003.0,7 days return,Returned,Delivered,3368
2018-10-21,680499001,2,Cash,680499001.0,15 days return,Not Returned,Delivered,2714
2018-09-29,678321003,1,UPI,678321003.0,15 days return,Not Returned,Delivered,126
2018-10-20,179123001,1,UPI,179123001.0,15 days return,Returned,Delivered,616
2018-09-21,618899002,2,UPI,618899002.0,No return,,Not Delivered (Others),4499
2018-11-01,399201020,2,UPI,399201020.0,15 days return,Not Returned,Delivered,2956
2018-09-23,692401003,1,UPI,692401003.0,No return,Not Returned,Delivered,2476
2018-09-29,672890001,2,UPI,672890001.0,No return,Not Returned,Delivered,1401
2018-10-26,533230002,2,UPI,533230002.0,7 days return,,Not Delivered (Wrong Item),4954
2018-09-28,560270002,1,Card,560270002.0,No return,Not Returned,Delivered,3956
2018-09-28,118458039,2,UPI,118458039.0,7 days return,Not Returned,Delivered,1626
2018-10-28,563635003,2,UPI,563635003.0,15 days return,Not Returned,Delivered,308
2018-09-29,631965002,2,UPI,631965002.0,No return,Not Returned,Delivered,2223
2018-09-26,669215001,2,UPI,669215001.0,No return,Not Returned,Delivered,723
2018-10-13,379780045,1,Card,379780045.0,15 days return,,Not Delivered (Wrong Item),4199
2018-10-10,660830001,2,UPI,660830001.0,No return,,Not Delivered (Others),494
2018-10-03,613456001,2,UPI,613456001.0,7 days return,Not Returned,Delivered,4546
2018-10-09,662857003,2,UPI,662857003.0,No return,Not Returned,Delivered,329
2018-09-20,661308001,2,UPI,661308001.0,15 days return,Not Returned,Delivered,2529
2018-10-27,727263002,2,UPI,727263002.0,7 days return,,Not Delivered (Wrong Item),12
2018-10-03,595779008,1,UPI,595779008.0,No return,,Not Delivered (Others),2402
2018-10-05,698943005,2,Card,698943005.0,7 days return,Not Returned,Delivered,4654
2018-10-10,576050001,2,Card,576050001.0,No return,Not Returned,Delivered,77
2018-10-31,661853001,2,UPI,661853001.0,No return,Not Returned,Delivered,2660
2018-10-16,653587001,2,UPI,653587001.0,15 days return,,Not Delivered (Others),4883
2018-10-25,576104001,2,UPI,576104001.0,15 days return,Not Returned,Delivered,281
2018-10-06,567657006,1,UPI,567657006.0,7 days return,Returned,Delivered,1060
2018-10-14,666006006,1,Card,666006006.0,No return,Not Returned,Delivered,13
2018-09-28,617279001,2,Card,617279001.0,No return,Not Returned,Delivered,1238
2018-09-21,692401001,2,UPI,692401001.0,7 days return,Returned,Delivered,4875
2018-10-06,633469001,2,UPI,633469001.0,15 days return,Not Returned,Delivered,1226
2018-10-17,620928001,2,Cash,620928001.0,7 days return,Not Returned,Delivered,2953
2018-09-28,639835004,2,Card,639835004.0,No return,Not Returned,Delivered,3492
2018-10-28,507909001,1,UPI,507909001.0,No return,Not Returned,Delivered,4591
2018-10-17,611024002,2,UPI,611024002.0,7 days return,Returned,Delivered,4602
2018-09-26,537346022,2,Card,537346022.0,No return,Not Returned,Delivered,3027
2018-10-05,301656013,2,UPI,301656013.0,7 days return,Not Returned,Delivered,1358
2018-10-04,687524002,2,UPI,687524002.0,No return,Not Returned,Delivered,4030
2018-10-28,576775012,2,UPI,576775012.0,7 days return,Not Returned,Delivered,1725
2018-09-21,573716039,2,UPI,573716039.0,15 days return,Not Returned,Delivered,2456
2018-10-29,713124001,2,Card,713124001.0,7 days return,Not Returned,Delivered,4187
2018-09-20,547752003,2,UPI,547752003.0,15 days return,Not Returned,Delivered,625
2018-10-14,550471024,2,UPI,550471024.0,15 days return,Not Returned,Delivered,2139
2018-10-24,670655002,2,Card,670655002.0,No return,,Not Delivered (Wrong Item),3699
2018-10-19,399223001,2,UPI,399223001.0,15 days return,Not Returned,Delivered,1499
2018-09-28,592959010,2,Card,592959010.0,No return,Not Returned,Delivered,4308
2018-10-22,648738021,2,Card,648738021.0,No return,Not Returned,Delivered,2579
2018-10-24,678224001,2,UPI,678224001.0,No return,Not Returned,Delivered,2853
2018-10-09,625819001,2,UPI,625819001.0,No return,Not Returned,Delivered,4182
2018-10-26,564048010,2,UPI,564048010.0,No return,Not Returned,Delivered,3306
2018-09-26,637103001,2,UPI,637103001.0,No return,Not Returned,Delivered,2290
2018-10-31,620405001,2,Card,620405001.0,7 days return,Not Returned,Delivered,4701
2018-10-02,600756001,2,UPI,600756001.0,No return,Not Returned,Delivered,49
2018-09-28,355569046,2,Card,355569046.0,7 days return,Not Returned,Delivered,4981
2018-10-25,476315028,2,Card,476315028.0,No return,Not Returned,Delivered,4323
2018-10-14,721991004,1,Cash,721991004.0,15 days return,Returned,Delivered,3544
2018-10-24,656059003,1,Cash,656059003.0,15 days return,Not Returned,Delivered,3008
2018-10-20,516656001,2,UPI,516656001.0,7 days return,Returned,Delivered,427
2018-09-25,399223001,2,Card,399223001.0,15 days return,Not Returned,Delivered,413
2018-10-27,496111022,1,Cash,496111022.0,15 days return,Returned,Delivered,4718
2018-10-10,554450005,2,UPI,554450005.0,15 days return,Returned,Delivered,1934
2018-10-08,685170002,2,UPI,685170002.0,15 days return,,Not Delivered (Others),2326
2018-10-11,567692003,2,Card,567692003.0,No return,Not Returned,Delivered,987
2018-10-10,516000001,2,UPI,516000001.0,No return,Not Returned,Delivered,824
2018-10-17,574684002,2,UPI,574684002.0,No return,Not Returned,Delivered,3582
2018-10-27,611929006,2,Card,611929006.0,15 days return,Returned,Delivered,4575
2018-10-20,611024001,1,Card,611024001.0,15 days return,Returned,Delivered,4457
2018-09-29,686631002,1,Card,686631002.0,No return,Not Returned,Delivered,3089
2018-09-28,451380001,2,UPI,451380001.0,15 days return,,Not Delivered (Others),4833
2018-09-21,610776001,1,UPI,610776001.0,No return,Not Returned,Delivered,212
2018-10-29,663236004,2,Card,663236004.0,15 days return,Not Returned,Delivered,2423
2018-10-11,613456001,1,UPI,613456001.0,7 days return,Returned,Delivered,4617
2018-10-12,529953007,2,UPI,529953007.0,No return,Not Returned,Delivered,1136
2018-10-22,611628002,2,UPI,611628002.0,No return,Not Returned,Delivered,1079
2018-09-26,504154018,2,Card,504154018.0,7 days return,Returned,Delivered,4479
2018-10-27,602540001,2,UPI,602540001.0,7 days return,Not Returned,Delivered,889
2018-10-29,657795003,2,UPI,657795003.0,No return,Not Returned,Delivered,1380
2018-10-17,721488006,2,UPI,721488006.0,7 days return,Not Returned,Delivered,323
2018-09-26,640807002,2,UPI,640807002.0,No return,Not Returned,Delivered,941
2018-10-14,588335001,2,UPI,588335001.0,No return,Not Returned,Delivered,1554
2018-10-09,510075010,2,UPI,510075010.0,15 days return,Not Returned,Delivered,2784
2018-09-21,396135041,2,UPI,396135041.0,No return,Not Returned,Delivered,3377
2018-09-29,562245058,1,UPI,562245058.0,15 days return,Not Returned,Delivered,1282
2018-10-17,521302004,1,Cash,521302004.0,15 days return,Returned,Delivered,3278
2018-09-26,636587010,1,UPI,636587010.0,No return,Not Returned,Delivered,2925
2018-09-29,663396001,1,UPI,663396001.0,No return,Not Returned,Delivered,214
2018-10-21,690478001,2,UPI,690478001.0,15 days return,,Not Delivered (Wrong Item),4947
2018-10-03,519749046,1,UPI,519749046.0,No return,,Not Delivered (Others),2314
2018-10-08,629823003,1,UPI,629823003.0,7 days return,Returned,Delivered,4118
2018-10-13,649671001,1,UPI,649671001.0,7 days return,,Not Delivered (Wrong Item),2044
2018-10-13,586310001,2,UPI,586310001.0,7 days return,Not Returned,Delivered,3045
2018-09-26,358483007,2,Cash,358483007.0,15 days return,Returned,Delivered,545
2018-10-13,688873012,1,Card,688873012.0,15 days return,Returned,Delivered,2096
2018-10-22,669895001,2,UPI,669895001.0,7 days return,Returned,Delivered,2731
2018-10-26,647881001,2,UPI,647881001.0,15 days return,Returned,Delivered,1706
2018-09-29,623980004,2,UPI,623980004.0,15 days return,Not Returned,Delivered,2409
2018-09-24,618480002,2,Card,618480002.0,No return,Not Returned,Delivered,1058
2018-09-29,661162003,2,Card,661162003.0,No return,Not Returned,Delivered,908
2018-10-10,691574001,2,UPI,691574001.0,15 days return,,Not Delivered (Wrong Item),1276
2018-10-29,643985001,2,Card,643985001.0,15 days return,,Not Delivered (Others),4927
2018-10-17,652924004,2,Card,652924004.0,7 days return,Returned,Delivered,4492
2018-09-21,568601008,2,Card,568601008.0,15 days return,Not Returned,Delivered,3254
2018-10-27,619207002,2,UPI,619207002.0,7 days return,Returned,Delivered,1259
2018-10-31,493810023,2,Cash,493810023.0,15 days return,Not Returned,Delivered,2455
2018-10-22,683662005,2,UPI,683662005.0,7 days return,Not Returned,Delivered,3589
2018-10-02,554141003,2,Card,554141003.0,15 days return,Not Returned,Delivered,3088
2018-10-19,595779002,1,UPI,595779002.0,No return,Not Returned,Delivered,4493
2018-09-29,628979006,2,UPI,628979006.0,No return,Not Returned,Delivered,579
2018-10-22,589376007,2,UPI,589376007.0,No return,Not Returned,Delivered,4053
2018-10-01,572400013,1,UPI,572400013.0,7 days return,Returned,Delivered,4403
2018-09-27,565200018,1,UPI,565200018.0,7 days return,Not Returned,Delivered,4595
2018-11-01,575141001,2,Card,575141001.0,7 days return,Returned,Delivered,2304
2018-10-27,696435001,1,Card,696435001.0,7 days return,Not Returned,Delivered,2763
2018-10-12,656388005,1,UPI,656388005.0,7 days return,Not Returned,Delivered,347
2018-10-23,640865001,2,Card,640865001.0,No return,Not Returned,Delivered,3697
2018-09-28,595021001,2,UPI,595021001.0,7 days return,Not Returned,Delivered,977
2018-10-10,399223030,2,UPI,399223030.0,7 days return,Returned,Delivered,352
2018-09-24,683662008,2,UPI,683662008.0,No return,Not Returned,Delivered,2294
2018-10-13,645065015,2,Cash,645065015.0,15 days return,Not Returned,Delivered,3512
2018-10-27,675139001,2,Card,675139001.0,7 days return,Returned,Delivered,2243
2018-10-17,591334016,1,UPI,591334016.0,No return,Not Returned,Delivered,327
2018-10-19,690478001,2,UPI,690478001.0,15 days return,Not Returned,Delivered,4004
2018-09-25,539723003,1,Cash,539723003.0,No return,Not Returned,Delivered,1965
2018-10-17,589855004,2,UPI,589855004.0,No return,Not Returned,Delivered,235
2018-09-23,685687003,2,UPI,685687003.0,No return,Not Returned,Delivered,3716
2018-09-28,640677002,1,UPI,640677002.0,15 days return,Not Returned,Delivered,3726
2018-10-20,608769005,1,UPI,608769005.0,15 days return,Not Returned,Delivered,4417
2018-10-17,573716002,1,Card,573716002.0,15 days return,Returned,Delivered,3747
2018-09-23,643987001,1,UPI,643987001.0,7 days return,Not Returned,Delivered,3665
2018-10-12,595080001,2,UPI,595080001.0,7 days return,Returned,Delivered,1725
2018-10-17,586898001,2,UPI,586898001.0,No return,Not Returned,Delivered,1765
2018-10-25,687365001,1,UPI,687365001.0,15 days return,Not Returned,Delivered,3533
2018-09-23,633130001,2,UPI,633130001.0,7 days return,Not Returned,Delivered,3247
2018-10-06,507909022,2,Card,507909022.0,7 days return,Not Returned,Delivered,2518
2018-10-02,685687001,2,UPI,685687001.0,No return,Not Returned,Delivered,779
2018-09-30,674023001,2,Card,674023001.0,15 days return,Not Returned,Delivered,4748
2018-09-20,664421002,2,UPI,664421002.0,7 days return,Not Returned,Delivered,66
2018-10-01,662980001,2,UPI,662980001.0,7 days return,Returned,Delivered,1309
2018-10-10,620405001,2,UPI,620405001.0,7 days return,Not Returned,Delivered,1501
2018-10-27,399201023,1,UPI,399201023.0,15 days return,Returned,Delivered,2366
2018-10-26,567475001,2,Card,567475001.0,7 days return,Returned,Delivered,131
2018-10-29,610776037,2,Card,610776037.0,7 days return,Not Returned,Delivered,1682
2018-10-03,594264003,1,Card,594264003.0,15 days return,Not Returned,Delivered,2987
2018-10-08,657476002,1,UPI,657476002.0,7 days return,Not Returned,Delivered,701
2018-10-31,562245001,2,UPI,562245001.0,15 days return,Not Returned,Delivered,2025
2018-09-29,587026013,1,UPI,587026013.0,15 days return,,Not Delivered (Wrong Item),32
2018-09-24,662888003,1,UPI,662888003.0,No return,Not Returned,Delivered,2262
2018-10-05,614460001,2,Cash,614460001.0,No return,Not Returned,Delivered,3150
2018-10-11,637549012,1,Card,637549012.0,No return,Not Returned,Delivered,1113
2018-10-07,670152003,2,Card,670152003.0,15 days return,Returned,Delivered,3265
2018-09-29,562245042,1,UPI,562245042.0,15 days return,Not Returned,Delivered,705
2018-10-11,691208001,2,UPI,691208001.0,15 days return,Not Returned,Delivered,1354
2018-10-17,657285002,2,Cash,657285002.0,7 days return,Not Returned,Delivered,1495
2018-10-28,665290002,2,UPI,665290002.0,7 days return,Not Returned,Delivered,4664
2018-10-11,397068012,1,Card,397068012.0,No return,Not Returned,Delivered,2516
2018-10-19,613456007,2,UPI,613456007.0,No return,Not Returned,Delivered,2638
2018-10-25,613246006,2,UPI,613246006.0,7 days return,Returned,Delivered,1104
2018-10-14,664133001,2,Card,664133001.0,15 days return,,Not Delivered (Others),2130
2018-10-09,702624001,1,Cash,702624001.0,15 days return,Not Returned,Delivered,2817
2018-10-13,673638001,1,UPI,673638001.0,15 days return,Not Returned,Delivered,3660
2018-10-22,680492001,2,UPI,680492001.0,No return,Not Returned,Delivered,3271
2018-09-29,637255010,2,UPI,637255010.0,7 days return,Returned,Delivered,3867
2018-10-31,650759003,2,UPI,650759003.0,15 days return,Not Returned,Delivered,2031
2018-09-29,674336002,1,UPI,674336002.0,15 days return,Not Returned,Delivered,1925
2018-09-26,662935001,2,UPI,662935001.0,No return,Not Returned,Delivered,1389
2018-09-21,636351001,2,Cash,636351001.0,15 days return,Not Returned,Delivered,4453
2018-09-25,662980002,2,UPI,662980002.0,No return,Not Returned,Delivered,4730
2018-09-23,592975020,2,UPI,592975020.0,No return,Not Returned,Delivered,4927
2018-10-25,496111019,1,UPI,496111019.0,No return,Not Returned,Delivered,1009
2018-10-01,657970001,2,UPI,657970001.0,No return,Not Returned,Delivered,1219
2018-09-26,641168001,2,UPI,641168001.0,7 days return,Not Returned,Delivered,569
2018-10-21,499243001,2,UPI,499243001.0,7 days return,,Not Delivered (Others),694
2018-10-05,557248005,2,UPI,557248005.0,7 days return,Returned,Delivered,3157
2018-11-01,464695004,2,UPI,464695004.0,15 days return,Not Returned,Delivered,3595
2018-10-10,436261001,2,UPI,436261001.0,7 days return,,Not Delivered (Wrong Item),4563
2018-10-18,608458001,2,UPI,608458001.0,15 days return,Returned,Delivered,115
2018-10-11,614044003,2,UPI,614044003.0,No return,Not Returned,Delivered,176
2018-10-11,594581029,2,UPI,594581029.0,15 days return,Not Returned,Delivered,4018
2018-10-10,658514003,2,Card,658514003.0,15 days return,,Not Delivered (Others),2054
2018-10-06,610776020,1,UPI,610776020.0,7 days return,Not Returned,Delivered,4044
2018-10-01,644762001,2,UPI,644762001.0,No return,Not Returned,Delivered,4583
2018-10-18,530176001,2,UPI,530176001.0,No return,Not Returned,Delivered,2301
2018-10-07,678063001,2,UPI,678063001.0,15 days return,,Not Delivered (Wrong Item),3167
2018-10-22,397688006,2,UPI,397688006.0,7 days return,Returned,Delivered,2727
2018-10-15,714488001,2,Card,714488001.0,7 days return,Returned,Delivered,2126
2018-10-02,524825010,2,UPI,524825010.0,7 days return,Returned,Delivered,3014
2018-10-16,549251012,2,Card,549251012.0,7 days return,Not Returned,Delivered,406
2018-10-01,573716028,2,UPI,573716028.0,15 days return,Not Returned,Delivered,3864
2018-10-23,448515018,1,Card,448515018.0,15 days return,Not Returned,Delivered,582
2018-10-28,663588001,2,UPI,663588001.0,7 days return,Returned,Delivered,1171
2018-10-10,615678005,2,Cash,615678005.0,15 days return,Not Returned,Delivered,1266
2018-10-28,688463001,2,UPI,688463001.0,15 days return,Not Returned,Delivered,842
2018-09-28,692454002,2,UPI,692454002.0,No return,Not Returned,Delivered,2323
2018-09-29,108775015,1,UPI,108775015.0,15 days return,Not Returned,Delivered,149
2018-10-27,557247001,2,Card,557247001.0,No return,Not Returned,Delivered,1091
2018-10-31,662344005,1,UPI,662344005.0,15 days return,Not Returned,Delivered,889
2018-10-21,693387002,1,UPI,693387002.0,7 days return,Not Returned,Delivered,2958
2018-09-29,341242001,1,Card,341242001.0,15 days return,Not Returned,Delivered,3154
2018-09-29,504154027,2,Cash,504154027.0,No return,,Not Delivered (Wrong Item),3743
2018-09-29,516903007,1,Card,516903007.0,15 days return,Not Returned,Delivered,1328
2018-09-29,545396033,1,UPI,545396033.0,7 days return,Not Returned,Delivered,126
2018-10-04,672899001,2,UPI,672899001.0,No return,Not Returned,Delivered,807
2018-09-21,645065014,2,UPI,645065014.0,15 days return,Not Returned,Delivered,2456
2018-10-10,554450011,2,Card,554450011.0,7 days return,,Not Delivered (Wrong Item),1987
2018-10-17,509210005,2,UPI,509210005.0,7 days return,Not Returned,Delivered,1414
2018-10-13,667379002,2,UPI,667379002.0,7 days return,Returned,Delivered,4115
2018-10-20,661166001,1,UPI,661166001.0,7 days return,Not Returned,Delivered,3043
2018-10-16,676255002,2,Card,676255002.0,15 days return,Not Returned,Delivered,3996
2018-10-16,572990001,2,UPI,572990001.0,No return,Not Returned,Delivered,2844
2018-10-13,581831010,2,UPI,581831010.0,15 days return,Not Returned,Delivered,1674
2018-09-23,558428001,2,Card,558428001.0,7 days return,Returned,Delivered,85
2018-10-20,148033001,1,UPI,148033001.0,No return,Not Returned,Delivered,2057
2018-10-22,710899003,1,Card,710899003.0,15 days return,Not Returned,Delivered,2234
2018-10-10,510075007,2,Card,510075007.0,No return,Not Returned,Delivered,36
2018-10-23,677930003,2,UPI,677930003.0,No return,Not Returned,Delivered,4936
2018-10-05,669713001,1,UPI,669713001.0,15 days return,Not Returned,Delivered,1091
2018-09-24,610776001,2,UPI,610776001.0,No return,,Not Delivered (Others),3548
2018-09-27,636935009,2,UPI,636935009.0,7 days return,,Not Delivered (Others),1159
2018-10-24,312878001,2,UPI,312878001.0,15 days return,Not Returned,Delivered,535
2018-10-28,618398007,2,Card,618398007.0,No return,Not Returned,Delivered,4299
2018-10-17,666448007,2,UPI,666448007.0,7 days return,Not Returned,Delivered,4072
2018-10-30,355072003,1,Card,355072003.0,No return,Not Returned,Delivered,3169
2018-10-10,539723001,2,Cash,539723001.0,15 days return,Not Returned,Delivered,3448
2018-09-29,633377002,2,Card,633377002.0,No return,Not Returned,Delivered,3201
2018-10-19,537116001,1,UPI,537116001.0,7 days return,Returned,Delivered,4944
2018-10-23,611024001,1,UPI,611024001.0,15 days return,,Not Delivered (Others),1191
2018-10-15,669363001,2,UPI,669363001.0,15 days return,Not Returned,Delivered,393
2018-10-31,633130014,2,UPI,633130014.0,15 days return,Not Returned,Delivered,1622
2018-09-29,640252006,2,UPI,640252006.0,7 days return,Returned,Delivered,3506
2018-10-24,630116017,1,UPI,630116017.0,7 days return,Not Returned,Delivered,2944
2018-10-16,660312001,2,Cash,660312001.0,7 days return,Returned,Delivered,909
2018-10-30,687524002,2,Card,687524002.0,No return,Not Returned,Delivered,3059
2018-09-28,703991001,2,UPI,703991001.0,7 days return,Not Returned,Delivered,1626
2018-09-29,640252001,1,UPI,640252001.0,7 days return,,Not Delivered (Wrong Item),3317
2018-09-29,665725003,2,Card,665725003.0,15 days return,Not Returned,Delivered,3504
2018-10-25,616835004,2,UPI,616835004.0,7 days return,Not Returned,Delivered,281
2018-10-23,484398001,2,UPI,484398001.0,No return,Not Returned,Delivered,2940
2018-09-21,669892001,2,UPI,669892001.0,7 days return,Not Returned,Delivered,3484
2018-10-19,595779002,1,UPI,595779002.0,No return,Not Returned,Delivered,1871
2018-10-17,688873009,1,UPI,688873009.0,7 days return,Not Returned,Delivered,4031
2018-10-06,651336001,1,UPI,651336001.0,No return,Not Returned,Delivered,370
2018-09-27,532578008,2,UPI,532578008.0,7 days return,,Not Delivered (Wrong Item),4228
2018-10-10,524825011,2,UPI,524825011.0,15 days return,Not Returned,Delivered,4029
2018-10-05,665703001,2,UPI,665703001.0,7 days return,Not Returned,Delivered,3781
2018-10-31,626704003,2,Cash,626704003.0,7 days return,Not Returned,Delivered,3429
2018-10-11,568556002,2,UPI,568556002.0,No return,Not Returned,Delivered,3939
2018-10-14,660147001,2,Cash,660147001.0,No return,Not Returned,Delivered,2194
2018-10-05,663396002,1,UPI,663396002.0,15 days return,Not Returned,Delivered,2160
