age,postal_code,gender,size,cust_id,embed_text
25-30,Delhi,Female,L,2241,"Customer ID: 2241, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: L"
25-30,Chennai,Male,XS,2243,"Customer ID: 2243, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: XS"
60-70,Chennai,Female,XL,2244,"Customer ID: 2244, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: XL"
30-35,Bhopal,Male,S,2246,"Customer ID: 2246, Gender: Male, postal_code: Bhopal, Age Range: 30-35, Size: S"
20-25,Indore,Female,XS,2248,"Customer ID: 2248, Gender: Female, postal_code: Indore, Age Range: 20-25, Size: XS"
40-50,Kolkata,Female,S,2250,"Customer ID: 2250, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: S"
50-60,Bengaluru,Female,L,2253,"Customer ID: 2253, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: L"
30-35,Guwahati,Male,S,2256,"Customer ID: 2256, Gender: Male, postal_code: Guwahati, Age Range: 30-35, Size: S"
40-50,Chennai,Male,XL,2257,"Customer ID: 2257, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: XL"
20-25,Chandigarh,Male,XL,2258,"Customer ID: 2258, Gender: Male, postal_code: Chandigarh, Age Range: 20-25, Size: XL"
20-25,Bengaluru,Female,M,2259,"Customer ID: 2259, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: M"
20-25,Chennai,Male,XL,2261,"Customer ID: 2261, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: XL"
25-30,Visakhapatnam,Female,XS,2262,"Customer ID: 2262, Gender: Female, postal_code: Visakhapatnam, Age Range: 25-30, Size: XS"
50-60,Hyderabad,Male,M,2265,"Customer ID: 2265, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: M"
50-60,Chennai,Female,L,2266,"Customer ID: 2266, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: L"
35-40,Hyderabad,Female,S,2267,"Customer ID: 2267, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: S"
25-30,Hyderabad,Male,M,2273,"Customer ID: 2273, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: M"
50-60,Nagpur,Male,S,2275,"Customer ID: 2275, Gender: Male, postal_code: Nagpur, Age Range: 50-60, Size: S"
50-60,Chennai,Male,XL,2277,"Customer ID: 2277, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: XL"
40-50,Hyderabad,Female,XS,2278,"Customer ID: 2278, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XS"
50-60,Hyderabad,Male,XS,2282,"Customer ID: 2282, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
20-25,Vadodara,Female,M,2283,"Customer ID: 2283, Gender: Female, postal_code: Vadodara, Age Range: 20-25, Size: M"
50-60,Mumbai,Female,S,2284,"Customer ID: 2284, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: S"
50-60,Kolkata,Female,L,2285,"Customer ID: 2285, Gender: Female, postal_code: Kolkata, Age Range: 50-60, Size: L"
25-30,Chandigarh,Male,XL,2290,"Customer ID: 2290, Gender: Male, postal_code: Chandigarh, Age Range: 25-30, Size: XL"
25-30,Chennai,Female,XS,2291,"Customer ID: 2291, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XS"
25-30,Pune,Female,M,2292,"Customer ID: 2292, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: M"
50-60,Vadodara,Female,XS,2293,"Customer ID: 2293, Gender: Female, postal_code: Vadodara, Age Range: 50-60, Size: XS"
20-25,Mumbai,Female,L,2294,"Customer ID: 2294, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: L"
40-50,Vadodara,Male,S,2295,"Customer ID: 2295, Gender: Male, postal_code: Vadodara, Age Range: 40-50, Size: S"
20-25,Bhopal,Female,M,2296,"Customer ID: 2296, Gender: Female, postal_code: Bhopal, Age Range: 20-25, Size: M"
35-40,Bengaluru,Male,L,2297,"Customer ID: 2297, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: L"
50-60,Patna,Female,XS,2298,"Customer ID: 2298, Gender: Female, postal_code: Patna, Age Range: 50-60, Size: XS"
20-25,Vadodara,Female,XL,2301,"Customer ID: 2301, Gender: Female, postal_code: Vadodara, Age Range: 20-25, Size: XL"
40-50,Bengaluru,Male,XS,2302,"Customer ID: 2302, Gender: Male, postal_code: Bengaluru, Age Range: 40-50, Size: XS"
40-50,Patna,Female,M,2304,"Customer ID: 2304, Gender: Female, postal_code: Patna, Age Range: 40-50, Size: M"
20-25,Delhi,Female,M,2305,"Customer ID: 2305, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: M"
50-60,Bhopal,Female,S,2306,"Customer ID: 2306, Gender: Female, postal_code: Bhopal, Age Range: 50-60, Size: S"
25-30,Indore,Male,M,2307,"Customer ID: 2307, Gender: Male, postal_code: Indore, Age Range: 25-30, Size: M"
25-30,Jaipur,Male,L,2308,"Customer ID: 2308, Gender: Male, postal_code: Jaipur, Age Range: 25-30, Size: L"
20-25,Bhopal,Male,S,2309,"Customer ID: 2309, Gender: Male, postal_code: Bhopal, Age Range: 20-25, Size: S"
20-25,Delhi,Female,L,2311,"Customer ID: 2311, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
50-60,Bengaluru,Female,S,2312,"Customer ID: 2312, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: S"
50-60,Mumbai,Female,S,2314,"Customer ID: 2314, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: S"
40-50,Surat,Male,XS,2315,"Customer ID: 2315, Gender: Male, postal_code: Surat, Age Range: 40-50, Size: XS"
40-50,Jaipur,Female,XL,2317,"Customer ID: 2317, Gender: Female, postal_code: Jaipur, Age Range: 40-50, Size: XL"
35-40,Hyderabad,Female,L,2320,"Customer ID: 2320, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: L"
20-25,Vadodara,Female,M,2321,"Customer ID: 2321, Gender: Female, postal_code: Vadodara, Age Range: 20-25, Size: M"
20-25,Indore,Female,XS,2323,"Customer ID: 2323, Gender: Female, postal_code: Indore, Age Range: 20-25, Size: XS"
50-60,Jaipur,Female,S,2324,"Customer ID: 2324, Gender: Female, postal_code: Jaipur, Age Range: 50-60, Size: S"
40-50,Bengaluru,Female,XS,2326,"Customer ID: 2326, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: XS"
30-35,Patna,Female,S,2328,"Customer ID: 2328, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: S"
25-30,Mumbai,Female,L,2329,"Customer ID: 2329, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
60-70,Hyderabad,Female,L,2330,"Customer ID: 2330, Gender: Female, postal_code: Hyderabad, Age Range: 60-70, Size: L"
35-40,Mumbai,Female,M,2331,"Customer ID: 2331, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: M"
40-50,Delhi,Male,M,2332,"Customer ID: 2332, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: M"
40-50,Surat,Male,XS,2338,"Customer ID: 2338, Gender: Male, postal_code: Surat, Age Range: 40-50, Size: XS"
40-50,Mumbai,Male,M,2339,"Customer ID: 2339, Gender: Male, postal_code: Mumbai, Age Range: 40-50, Size: M"
50-60,Bhopal,Female,XS,2340,"Customer ID: 2340, Gender: Female, postal_code: Bhopal, Age Range: 50-60, Size: XS"
20-25,Chennai,Female,XL,2341,"Customer ID: 2341, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: XL"
20-25,Bengaluru,Male,M,2343,"Customer ID: 2343, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: M"
60-70,Ahmedabad,Male,L,2344,"Customer ID: 2344, Gender: Male, postal_code: Ahmedabad, Age Range: 60-70, Size: L"
20-25,Mumbai,Female,M,2346,"Customer ID: 2346, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: M"
20-25,Surat,Female,L,2347,"Customer ID: 2347, Gender: Female, postal_code: Surat, Age Range: 20-25, Size: L"
40-50,Bengaluru,Female,XS,2349,"Customer ID: 2349, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: XS"
50-60,Nagpur,Male,XL,2350,"Customer ID: 2350, Gender: Male, postal_code: Nagpur, Age Range: 50-60, Size: XL"
25-30,Surat,Male,XS,2352,"Customer ID: 2352, Gender: Male, postal_code: Surat, Age Range: 25-30, Size: XS"
50-60,Chennai,Female,M,2354,"Customer ID: 2354, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: M"
35-40,Jaipur,Female,XS,2355,"Customer ID: 2355, Gender: Female, postal_code: Jaipur, Age Range: 35-40, Size: XS"
40-50,Chennai,Female,XL,2357,"Customer ID: 2357, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: XL"
25-30,Bengaluru,Female,XL,2358,"Customer ID: 2358, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: XL"
30-35,Chennai,Male,M,2361,"Customer ID: 2361, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: M"
25-30,Nagpur,Male,S,2364,"Customer ID: 2364, Gender: Male, postal_code: Nagpur, Age Range: 25-30, Size: S"
60-70,Visakhapatnam,Female,M,2365,"Customer ID: 2365, Gender: Female, postal_code: Visakhapatnam, Age Range: 60-70, Size: M"
50-60,Bengaluru,Female,L,2366,"Customer ID: 2366, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: L"
25-30,Delhi,Female,XS,2368,"Customer ID: 2368, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XS"
20-25,Bengaluru,Male,XS,2371,"Customer ID: 2371, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: XS"
40-50,Bengaluru,Female,XL,2372,"Customer ID: 2372, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: XL"
35-40,Surat,Female,L,2373,"Customer ID: 2373, Gender: Female, postal_code: Surat, Age Range: 35-40, Size: L"
25-30,Mumbai,Male,L,2379,"Customer ID: 2379, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: L"
40-50,Hyderabad,Female,XS,2383,"Customer ID: 2383, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XS"
30-35,Hyderabad,Female,XL,2387,"Customer ID: 2387, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: XL"
50-60,Vadodara,Male,L,2388,"Customer ID: 2388, Gender: Male, postal_code: Vadodara, Age Range: 50-60, Size: L"
40-50,Vadodara,Female,M,2390,"Customer ID: 2390, Gender: Female, postal_code: Vadodara, Age Range: 40-50, Size: M"
25-30,Bengaluru,Male,M,2391,"Customer ID: 2391, Gender: Male, postal_code: Bengaluru, Age Range: 25-30, Size: M"
35-40,Chennai,Female,XS,2395,"Customer ID: 2395, Gender: Female, postal_code: Chennai, Age Range: 35-40, Size: XS"
25-30,Hyderabad,Male,S,2398,"Customer ID: 2398, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: S"
50-60,Hyderabad,Male,XL,2401,"Customer ID: 2401, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
20-25,Bengaluru,Female,S,2402,"Customer ID: 2402, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: S"
30-35,Guwahati,Female,XL,2403,"Customer ID: 2403, Gender: Female, postal_code: Guwahati, Age Range: 30-35, Size: XL"
60-70,Nagpur,Male,M,2407,"Customer ID: 2407, Gender: Male, postal_code: Nagpur, Age Range: 60-70, Size: M"
35-40,Delhi,Female,XS,2409,"Customer ID: 2409, Gender: Female, postal_code: Delhi, Age Range: 35-40, Size: XS"
30-35,Bengaluru,Female,L,2411,"Customer ID: 2411, Gender: Female, postal_code: Bengaluru, Age Range: 30-35, Size: L"
20-25,Chennai,Female,L,2412,"Customer ID: 2412, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: L"
25-30,Bengaluru,Female,S,2419,"Customer ID: 2419, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: S"
30-35,Mumbai,Male,XS,2420,"Customer ID: 2420, Gender: Male, postal_code: Mumbai, Age Range: 30-35, Size: XS"
20-25,Bengaluru,Female,S,2423,"Customer ID: 2423, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: S"
20-25,Mumbai,Female,M,2426,"Customer ID: 2426, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: M"
20-25,Chennai,Female,M,2427,"Customer ID: 2427, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: M"
50-60,Chennai,Female,XS,2428,"Customer ID: 2428, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: XS"
20-25,Chennai,Male,L,2429,"Customer ID: 2429, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: L"
20-25,Coimbatore,Female,XS,2430,"Customer ID: 2430, Gender: Female, postal_code: Coimbatore, Age Range: 20-25, Size: XS"
30-35,Chennai,Male,L,2432,"Customer ID: 2432, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: L"
35-40,Indore,Female,M,2434,"Customer ID: 2434, Gender: Female, postal_code: Indore, Age Range: 35-40, Size: M"
50-60,Pune,Female,L,2436,"Customer ID: 2436, Gender: Female, postal_code: Pune, Age Range: 50-60, Size: L"
50-60,Pune,Male,S,2439,"Customer ID: 2439, Gender: Male, postal_code: Pune, Age Range: 50-60, Size: S"
50-60,Chandigarh,Female,XL,2440,"Customer ID: 2440, Gender: Female, postal_code: Chandigarh, Age Range: 50-60, Size: XL"
30-35,Bengaluru,Female,M,2441,"Customer ID: 2441, Gender: Female, postal_code: Bengaluru, Age Range: 30-35, Size: M"
35-40,Hyderabad,Female,M,2442,"Customer ID: 2442, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: M"
20-25,Delhi,Male,L,2444,"Customer ID: 2444, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: L"
50-60,Delhi,Female,XL,2445,"Customer ID: 2445, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: XL"
30-35,Patna,Female,L,2447,"Customer ID: 2447, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: L"
35-40,Delhi,Male,XL,2449,"Customer ID: 2449, Gender: Male, postal_code: Delhi, Age Range: 35-40, Size: XL"
50-60,Bengaluru,Female,XS,2451,"Customer ID: 2451, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
15-20,Lucknow,Female,XS,2453,"Customer ID: 2453, Gender: Female, postal_code: Lucknow, Age Range: 15-20, Size: XS"
30-35,Mumbai,Female,L,2454,"Customer ID: 2454, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: L"
35-40,Mumbai,Female,L,2455,"Customer ID: 2455, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: L"
40-50,Mumbai,Male,XS,2456,"Customer ID: 2456, Gender: Male, postal_code: Mumbai, Age Range: 40-50, Size: XS"
40-50,Chennai,Female,S,2457,"Customer ID: 2457, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: S"
30-35,Delhi,Male,L,2461,"Customer ID: 2461, Gender: Male, postal_code: Delhi, Age Range: 30-35, Size: L"
35-40,Pune,Female,M,2462,"Customer ID: 2462, Gender: Female, postal_code: Pune, Age Range: 35-40, Size: M"
40-50,Patna,Female,XS,2465,"Customer ID: 2465, Gender: Female, postal_code: Patna, Age Range: 40-50, Size: XS"
20-25,Chennai,Female,L,2467,"Customer ID: 2467, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: L"
60-70,Visakhapatnam,Female,L,2470,"Customer ID: 2470, Gender: Female, postal_code: Visakhapatnam, Age Range: 60-70, Size: L"
50-60,Surat,Female,XL,2473,"Customer ID: 2473, Gender: Female, postal_code: Surat, Age Range: 50-60, Size: XL"
50-60,Visakhapatnam,Female,XL,2474,"Customer ID: 2474, Gender: Female, postal_code: Visakhapatnam, Age Range: 50-60, Size: XL"
20-25,Ahmedabad,Female,XS,2475,"Customer ID: 2475, Gender: Female, postal_code: Ahmedabad, Age Range: 20-25, Size: XS"
50-60,Chennai,Female,M,2476,"Customer ID: 2476, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: M"
30-35,Mumbai,Female,L,2477,"Customer ID: 2477, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: L"
30-35,Chennai,Male,M,2478,"Customer ID: 2478, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: M"
25-30,Pune,Female,XS,2479,"Customer ID: 2479, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: XS"
30-35,Indore,Female,S,2480,"Customer ID: 2480, Gender: Female, postal_code: Indore, Age Range: 30-35, Size: S"
50-60,Chennai,Female,S,2481,"Customer ID: 2481, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: S"
25-30,Bengaluru,Female,M,2482,"Customer ID: 2482, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: M"
30-35,Delhi,Female,S,2484,"Customer ID: 2484, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: S"
60-70,Bengaluru,Female,M,2488,"Customer ID: 2488, Gender: Female, postal_code: Bengaluru, Age Range: 60-70, Size: M"
50-60,Bengaluru,Male,S,2489,"Customer ID: 2489, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: S"
35-40,Mumbai,Male,XS,2491,"Customer ID: 2491, Gender: Male, postal_code: Mumbai, Age Range: 35-40, Size: XS"
50-60,Mumbai,Female,L,2493,"Customer ID: 2493, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: L"
20-25,Hyderabad,Female,S,2495,"Customer ID: 2495, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: S"
50-60,Kolkata,Female,S,2496,"Customer ID: 2496, Gender: Female, postal_code: Kolkata, Age Range: 50-60, Size: S"
40-50,Pune,Female,XL,2497,"Customer ID: 2497, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: XL"
40-50,Coimbatore,Female,M,2499,"Customer ID: 2499, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: M"
25-30,Bengaluru,Female,XS,2500,"Customer ID: 2500, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: XS"
30-35,Chennai,Female,XL,2502,"Customer ID: 2502, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: XL"
35-40,Coimbatore,Female,XL,2503,"Customer ID: 2503, Gender: Female, postal_code: Coimbatore, Age Range: 35-40, Size: XL"
40-50,Chennai,Female,S,2504,"Customer ID: 2504, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: S"
70-80,Chennai,Female,XS,2505,"Customer ID: 2505, Gender: Female, postal_code: Chennai, Age Range: 70-80, Size: XS"
20-25,Bhopal,Female,XL,2507,"Customer ID: 2507, Gender: Female, postal_code: Bhopal, Age Range: 20-25, Size: XL"
60-70,Bengaluru,Female,L,2510,"Customer ID: 2510, Gender: Female, postal_code: Bengaluru, Age Range: 60-70, Size: L"
50-60,Hyderabad,Female,XL,2512,"Customer ID: 2512, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
50-60,Chennai,Female,M,2513,"Customer ID: 2513, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: M"
35-40,Bengaluru,Male,S,2515,"Customer ID: 2515, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: S"
60-70,Bengaluru,Male,S,2516,"Customer ID: 2516, Gender: Male, postal_code: Bengaluru, Age Range: 60-70, Size: S"
20-25,Chandigarh,Female,XL,2517,"Customer ID: 2517, Gender: Female, postal_code: Chandigarh, Age Range: 20-25, Size: XL"
20-25,Bengaluru,Male,XS,2518,"Customer ID: 2518, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: XS"
50-60,Delhi,Female,S,2522,"Customer ID: 2522, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: S"
25-30,Chennai,Male,M,2523,"Customer ID: 2523, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: M"
35-40,Mumbai,Female,L,2525,"Customer ID: 2525, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: L"
50-60,Hyderabad,Male,M,2527,"Customer ID: 2527, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: M"
25-30,Pune,Female,XL,2528,"Customer ID: 2528, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: XL"
40-50,Indore,Female,L,2529,"Customer ID: 2529, Gender: Female, postal_code: Indore, Age Range: 40-50, Size: L"
50-60,Ahmedabad,Female,XL,2530,"Customer ID: 2530, Gender: Female, postal_code: Ahmedabad, Age Range: 50-60, Size: XL"
25-30,Pune,Female,XS,2532,"Customer ID: 2532, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: XS"
30-35,Delhi,Male,L,2534,"Customer ID: 2534, Gender: Male, postal_code: Delhi, Age Range: 30-35, Size: L"
35-40,Chennai,Male,L,2536,"Customer ID: 2536, Gender: Male, postal_code: Chennai, Age Range: 35-40, Size: L"
30-35,Nagpur,Female,S,2539,"Customer ID: 2539, Gender: Female, postal_code: Nagpur, Age Range: 30-35, Size: S"
30-35,Ahmedabad,Male,XL,2543,"Customer ID: 2543, Gender: Male, postal_code: Ahmedabad, Age Range: 30-35, Size: XL"
20-25,Pune,Female,L,2544,"Customer ID: 2544, Gender: Female, postal_code: Pune, Age Range: 20-25, Size: L"
20-25,Chennai,Male,L,2546,"Customer ID: 2546, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: L"
25-30,Guwahati,Male,L,2550,"Customer ID: 2550, Gender: Male, postal_code: Guwahati, Age Range: 25-30, Size: L"
25-30,Hyderabad,Male,XL,2551,"Customer ID: 2551, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: XL"
20-25,Kolkata,Male,L,2553,"Customer ID: 2553, Gender: Male, postal_code: Kolkata, Age Range: 20-25, Size: L"
35-40,Ahmedabad,Male,XS,2554,"Customer ID: 2554, Gender: Male, postal_code: Ahmedabad, Age Range: 35-40, Size: XS"
30-35,Chandigarh,Male,M,2559,"Customer ID: 2559, Gender: Male, postal_code: Chandigarh, Age Range: 30-35, Size: M"
30-35,Hyderabad,Female,L,2560,"Customer ID: 2560, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: L"
20-25,Chennai,Female,M,2561,"Customer ID: 2561, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: M"
25-30,Hyderabad,Female,M,2562,"Customer ID: 2562, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: M"
25-30,Delhi,Female,XS,2563,"Customer ID: 2563, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XS"
30-35,Bhopal,Male,M,2565,"Customer ID: 2565, Gender: Male, postal_code: Bhopal, Age Range: 30-35, Size: M"
25-30,Hyderabad,Female,S,2568,"Customer ID: 2568, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: S"
20-25,Ahmedabad,Female,XL,2570,"Customer ID: 2570, Gender: Female, postal_code: Ahmedabad, Age Range: 20-25, Size: XL"
20-25,Bengaluru,Male,XS,2572,"Customer ID: 2572, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: XS"
25-30,Guwahati,Male,S,2573,"Customer ID: 2573, Gender: Male, postal_code: Guwahati, Age Range: 25-30, Size: S"
20-25,Bengaluru,Male,M,2575,"Customer ID: 2575, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: M"
40-50,Chennai,Male,S,2576,"Customer ID: 2576, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: S"
20-25,Bengaluru,Female,M,2577,"Customer ID: 2577, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: M"
50-60,Bhopal,Male,L,2579,"Customer ID: 2579, Gender: Male, postal_code: Bhopal, Age Range: 50-60, Size: L"
35-40,Chennai,Male,XS,2580,"Customer ID: 2580, Gender: Male, postal_code: Chennai, Age Range: 35-40, Size: XS"
50-60,Bhopal,Female,XS,2581,"Customer ID: 2581, Gender: Female, postal_code: Bhopal, Age Range: 50-60, Size: XS"
40-50,Pune,Female,XL,2583,"Customer ID: 2583, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: XL"
20-25,Hyderabad,Male,S,2585,"Customer ID: 2585, Gender: Male, postal_code: Hyderabad, Age Range: 20-25, Size: S"
35-40,Ahmedabad,Female,L,2586,"Customer ID: 2586, Gender: Female, postal_code: Ahmedabad, Age Range: 35-40, Size: L"
50-60,Jaipur,Female,M,2587,"Customer ID: 2587, Gender: Female, postal_code: Jaipur, Age Range: 50-60, Size: M"
30-35,Chennai,Male,M,2588,"Customer ID: 2588, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: M"
40-50,Kolkata,Female,S,2589,"Customer ID: 2589, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: S"
40-50,Kolkata,Female,M,2590,"Customer ID: 2590, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: M"
40-50,Chennai,Female,L,2591,"Customer ID: 2591, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: L"
30-35,Hyderabad,Male,L,2592,"Customer ID: 2592, Gender: Male, postal_code: Hyderabad, Age Range: 30-35, Size: L"
50-60,Guwahati,Male,S,2594,"Customer ID: 2594, Gender: Male, postal_code: Guwahati, Age Range: 50-60, Size: S"
30-35,Delhi,Female,XS,2596,"Customer ID: 2596, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XS"
25-30,Hyderabad,Female,M,2597,"Customer ID: 2597, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: M"
25-30,Delhi,Male,L,2598,"Customer ID: 2598, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: L"
30-35,Mumbai,Male,M,2599,"Customer ID: 2599, Gender: Male, postal_code: Mumbai, Age Range: 30-35, Size: M"
60-70,Jaipur,Female,XL,2602,"Customer ID: 2602, Gender: Female, postal_code: Jaipur, Age Range: 60-70, Size: XL"
40-50,Visakhapatnam,Female,XS,2603,"Customer ID: 2603, Gender: Female, postal_code: Visakhapatnam, Age Range: 40-50, Size: XS"
25-30,Surat,Female,S,2604,"Customer ID: 2604, Gender: Female, postal_code: Surat, Age Range: 25-30, Size: S"
25-30,Patna,Female,XL,2605,"Customer ID: 2605, Gender: Female, postal_code: Patna, Age Range: 25-30, Size: XL"
30-35,Bengaluru,Male,L,2606,"Customer ID: 2606, Gender: Male, postal_code: Bengaluru, Age Range: 30-35, Size: L"
50-60,Bengaluru,Female,S,2607,"Customer ID: 2607, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: S"
25-30,Bhopal,Female,XS,2609,"Customer ID: 2609, Gender: Female, postal_code: Bhopal, Age Range: 25-30, Size: XS"
20-25,Delhi,Female,L,2611,"Customer ID: 2611, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
20-25,Hyderabad,Male,S,2615,"Customer ID: 2615, Gender: Male, postal_code: Hyderabad, Age Range: 20-25, Size: S"
40-50,Delhi,Female,XS,2616,"Customer ID: 2616, Gender: Female, postal_code: Delhi, Age Range: 40-50, Size: XS"
60-70,Indore,Female,XL,2617,"Customer ID: 2617, Gender: Female, postal_code: Indore, Age Range: 60-70, Size: XL"
20-25,Bengaluru,Female,XS,2618,"Customer ID: 2618, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: XS"
40-50,Coimbatore,Female,S,2621,"Customer ID: 2621, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: S"
40-50,Vadodara,Female,XS,2622,"Customer ID: 2622, Gender: Female, postal_code: Vadodara, Age Range: 40-50, Size: XS"
30-35,Guwahati,Female,S,2623,"Customer ID: 2623, Gender: Female, postal_code: Guwahati, Age Range: 30-35, Size: S"
